ts,o,h,l,c,v
1759219200000000,597.71,598.19,597.54,597.61,6677
1759219260000000,597.68,597.68,597.5,597.62,5039
1759219320000000,597.48,597.76,597.48,597.76,1861
1759219380000000,597.6,597.67,597.6,597.67,1256
1759219440000000,597.65,597.65,597.2,597.2,1912
1759219500000000,597.32,597.37,597.32,597.37,1288
1759219560000000,597.33,597.4,597.22,597.22,5087
1759219620000000,597.29,597.29,597.1,597.15,3338
1759219680000000,597.25,597.46,597.25,597.39,4424
1759219740000000,597.45,597.45,597.42,597.45,2217
1759219800000000,597.47,597.67,597.47,597.67,4660
1759219860000000,597.69,597.7,597.62,597.62,2992
1759219920000000,597.55,597.63,597.41,597.41,2012
1759220040000000,597.55,597.55,597.48,597.48,1157
1759220100000000,597.53,597.53,597.53,597.53,1388
1759220160000000,597.54,597.72,597.53,597.69,4554
1759220220000000,597.8,597.8,597.78,597.78,2602
1759220280000000,597.77,597.78,597.77,597.77,555
1759220340000000,597.74,597.74,597.69,597.69,1982
1759220400000000,597.64,597.66,597.64,597.66,563
1759220460000000,597.8,597.81,597.7,597.7,3159
1759220520000000,597.7,597.77,597.7,597.77,1420
1759220580000000,597.82,597.82,597.71,597.71,1427
1759220640000000,597.68,597.68,597.68,597.68,1138
1759220700000000,597.77,597.77,597.77,597.77,709
1759220820000000,597.77,597.86,597.77,597.86,1876
1759220880000000,597.79,597.79,597.79,597.79,381
1759220940000000,597.81,597.81,597.68,597.68,769
1759221000000000,597.69,597.75,597.64,597.64,1511
1759221060000000,597.68,597.83,597.68,597.83,1889
1759221120000000,597.92,597.92,597.92,597.92,1232
1759221180000000,597.97,597.97,597.9,597.9,1223
1759221240000000,597.93,597.99,597.93,597.98,951
1759221300000000,598,598,597.92,597.97,6279
1759221360000000,597.95,597.99,597.89,597.89,2250
1759221420000000,597.94,597.95,597.94,597.95,466
1759221480000000,597.91,597.91,597.91,597.91,373
1759221600000000,597.84,597.84,597.84,597.84,236
1759221660000000,597.87,597.88,597.87,597.88,701
1759221720000000,597.93,597.99,597.92,597.92,3010
1759221780000000,597.91,597.91,597.83,597.84,1233
1759221960000000,597.92,597.92,597.92,597.92,253
1759222080000000,598.1,598.17,598.1,598.17,1710
1759222140000000,598.18,598.24,598.18,598.23,2111
1759222200000000,598.16,598.16,598.16,598.16,1291
1759222260000000,598.2,598.2,598.2,598.2,374
1759222320000000,598.19,598.19,598.15,598.15,695
1759222380000000,598.12,598.12,598.03,598.03,1253
1759222440000000,598.13,598.14,598.11,598.14,880
1759222500000000,598,598.03,597.99,597.99,1643
1759222560000000,597.97,598.06,597.97,598.06,4701
1759222620000000,598.02,598.02,597.98,597.98,1517
1759222680000000,598.02,598.03,598.02,598.03,503
1759222740000000,598.02,598.03,597.95,597.95,1947
1759222800000000,597.96,598.05,597.96,597.98,2573
1759222860000000,597.97,597.97,597.75,597.79,6738
1759222920000000,597.86,597.86,597.74,597.74,3235
1759222980000000,597.75,597.78,597.71,597.74,3662
1759223040000000,597.74,597.75,597.71,597.75,3173
1759223100000000,597.82,598.03,597.82,598.03,4324
1759223160000000,598.04,598.04,597.98,598.02,2296
1759223220000000,597.98,598.01,597.88,597.89,2880
1759223280000000,597.91,598.01,597.91,598.01,3920
1759223340000000,597.98,597.98,597.83,597.83,2091
1759223400000000,597.85,597.87,597.81,597.87,3043
1759223460000000,597.86,597.91,597.86,597.91,3823
1759223520000000,597.86,597.87,597.8,597.8,2133
1759223580000000,597.84,597.84,597.77,597.77,1752
1759223640000000,597.76,597.79,597.75,597.75,1175
1759223700000000,597.67,597.83,597.65,597.8,3787
1759223760000000,597.82,597.91,597.81,597.84,2027
1759223820000000,597.8,597.8,597.65,597.71,7502
1759223880000000,597.74,597.75,597.74,597.74,1364
1759223940000000,597.82,597.82,597.81,597.81,2180
1759224000000000,597.86,597.86,597.77,597.77,2535
1759224060000000,597.83,597.83,597.83,597.83,900
1759224120000000,597.8,597.9,597.8,597.88,4330
1759224180000000,597.89,598,597.89,597.92,3507
1759224240000000,597.89,597.89,597.86,597.87,2990
1759224300000000,597.91,597.91,597.9,597.9,1985
1759224360000000,597.95,597.99,597.95,597.99,1831
1759224420000000,597.99,597.99,597.96,597.96,1700
1759224480000000,598.04,598.04,597.99,598.03,2598
1759224540000000,598.08,598.08,598.04,598.08,2435
1759224600000000,598.09,598.35,598.08,598.31,5344
1759224660000000,598.36,598.36,598.33,598.34,5924
1759224720000000,598.35,598.38,598.35,598.38,2135
1759224780000000,598.37,598.43,598.37,598.41,2985
1759224840000000,598.36,598.38,598.36,598.36,2428
1759224900000000,598.34,598.37,598.34,598.36,1411
1759224960000000,598.33,598.33,598.28,598.28,2218
1759225020000000,598.29,598.32,598.28,598.29,3866
1759225080000000,598.16,598.16,597.99,597.99,3608
1759225140000000,597.98,598.05,597.98,598.02,2433
1759225200000000,597.98,598.06,597.98,598.06,2282
1759225260000000,598.08,598.12,598,598,2625
1759225320000000,597.91,597.92,597.88,597.92,2594
1759225380000000,597.9,597.9,597.86,597.87,1531
1759225440000000,597.86,597.96,597.84,597.96,3050
1759225500000000,597.96,597.97,597.88,597.91,2755
1759225560000000,597.87,597.87,597.83,597.83,1862
1759225620000000,597.79,597.8,597.79,597.8,1128
1759225680000000,597.76,597.78,597.76,597.76,2067
1759225740000000,597.71,597.73,597.71,597.71,1911
1759225800000000,597.77,597.88,597.77,597.85,1759
1759225860000000,597.85,597.85,597.76,597.76,1892
1759225920000000,597.66,597.71,597.66,597.71,1174
1759225980000000,597.78,597.86,597.78,597.85,2471
1759226040000000,597.84,597.84,597.77,597.77,2008
1759226100000000,597.86,597.91,597.84,597.89,2167
1759226220000000,597.86,597.9,597.86,597.9,1996
1759226280000000,597.83,597.83,597.83,597.83,1545
1759226340000000,597.88,597.88,597.86,597.86,3941
1759226400000000,597.82,597.86,597.81,597.86,2075
1759226460000000,597.9,597.9,597.86,597.86,2188
1759226520000000,597.96,597.97,597.92,597.92,1965
1759226580000000,597.97,598.05,597.97,598.03,2758
1759226640000000,598.03,598.07,598.03,598.07,1350
1759226700000000,598.05,598.08,598.05,598.06,1477
1759226760000000,598.12,598.16,598.1,598.16,3125
1759226820000000,598.1,598.1,598.1,598.1,1851
1759226940000000,598.19,598.22,598.19,598.22,843
1759227000000000,598.11,598.13,598.06,598.06,1372
1759227060000000,598.02,598.02,597.95,597.95,1885
1759227120000000,597.93,597.97,597.91,597.97,1652
1759227180000000,597.83,597.83,597.79,597.79,2212
1759227240000000,597.71,597.74,597.7,597.74,2190
1759227300000000,597.74,597.74,597.7,597.7,1864
1759227360000000,597.61,597.61,597.48,597.48,3762
1759227420000000,597.48,597.51,597.48,597.51,1191
1759227480000000,597.5,597.65,597.48,597.65,3904
1759227540000000,597.77,597.84,597.77,597.84,2710
1759227600000000,597.85,597.85,597.63,597.63,2546
1759227660000000,597.61,597.74,597.61,597.74,2767
1759227720000000,597.7,597.7,597.65,597.66,1029
1759227780000000,597.65,597.68,597.59,597.6,2145
1759227840000000,597.62,597.75,597.62,597.75,3981
1759227900000000,597.66,597.69,597.66,597.69,1879
1759227960000000,597.69,597.71,597.69,597.71,1544
1759228020000000,597.7,597.73,597.65,597.68,2783
1759228080000000,597.71,597.73,597.71,597.71,1160
1759228140000000,597.74,597.74,597.71,597.71,741
1759228200000000,597.69,597.74,597.69,597.74,2837
1759228260000000,597.77,597.8,597.77,597.77,2110
