ts,o,h,l,c,v
1758807000000000,24321.73108160815,24321.82868515197,24292.45048767748,24300.88841439855,0.0
1758807060000000,24304.28087359313,24305.83325575415,24292.47832510832,24299.69125185193,0.0
1758807120000000,24301.4667147589,24311.63518123913,24290.75216769398,24310.48692896656,0.0
1758807180000000,24308.02450188549,24318.76959111198,24304.84727527772,24308.6098890216,0.0
1758807240000000,24309.00462461867,24309.00462461867,24278.5117208832,24278.5117208832,0.0
1758807300000000,24279.07938790323,24285.76080428989,24266.041874807,24269.61821390062,0.0
1758807360000000,24265.97808698018,24268.08725275866,24242.36105317271,24248.39076978727,0.0
1758807420000000,24248.78982852004,24255.59423515601,24246.33764428965,24248.60416421887,0.0
1758807480000000,24246.00504916198,24255.30180030409,24246.00504916198,24249.23444593346,0.0
1758807540000000,24249.88438880828,24254.11729691902,24233.75127714874,24236.80272726515,0.0
1758807600000000,24235.46805194965,24237.84739835806,24215.26920744229,24215.26920744229,0.0
1758807660000000,24215.29200712299,24215.74938771573,24203.87675239333,24204.82187221681,0.0
1758807720000000,24202.09612866805,24207.65507548194,24189.95583743597,24201.33637641952,0.0
1758807780000000,24202.53647694347,24209.55969160718,24194.22709958088,24194.65968536755,0.0
1758807840000000,24193.35198881802,24201.06722045952,24186.37193466418,24192.80498829361,0.0
1758807900000000,24190.07347435033,24216.98167368321,24190.07347435033,24215.72023646477,0.0
1758807960000000,24215.90722233857,24228.28900886935,24206.31188014858,24227.51574071877,0.0
1758808020000000,24228.18109870889,24239.56299117558,24220.17042419119,24236.58089480947,0.0
1758808080000000,24236.19825025947,24257.66356340219,24233.41201838229,24256.71116912958,0.0
1758808140000000,24256.06312303401,24259.95866726544,24249.09255688739,24253.06047418377,0.0
1758808200000000,24252.81683570619,24285.1719356419,24250.99812827055,24275.55646515581,0.0
1758808260000000,24275.26992706078,24287.39158188229,24251.38902465429,24251.38902465429,0.0
1758808320000000,24249.13844972816,24249.72200996183,24228.39279520146,24228.39279520146,0.0
1758808380000000,24228.58256622302,24230.44476705199,24217.90379064737,24222.84937337925,0.0
1758808440000000,24224.01520059387,24230.46773993537,24221.99767218839,24224.65362352579,0.0
1758808500000000,24225.63240846402,24239.74954284418,24219.46733895987,24234.50469875817,0.0
1758808560000000,24232.12289346998,24237.14603051909,24230.56863900545,24236.11515443763,0.0
1758808620000000,24235.24121918842,24235.91312165055,24218.04622184547,24221.06371191319,0.0
1758808680000000,24220.26087194122,24221.05026232008,24202.67712697215,24207.81786649675,0.0
1758808740000000,24209.12718277743,24220.70098010211,24209.12718277743,24220.70098010211,0.0
1758808800000000,24221.75083850082,24234.63071294122,24215.93176987995,24220.64645986596,0.0
1758808860000000,24221.70433384776,24252.6282817501,24221.70433384776,24249.88141246054,0.0
1758808920000000,24253.61398414804,24267.3267677416,24253.61398414804,24256.34464149628,0.0
1758808980000000,24255.98371625062,24269.48571834065,24252.39500165626,24269.48571834065,0.0
1758809040000000,24270.21415947135,24285.64532150895,24270.21415947135,24283.59841804153,0.0
1758809100000000,24282.91795623791,24305.40030288938,24282.91795623791,24305.40030288938,0.0
1758809160000000,24306.44155031605,24315.05070734702,24304.85576295339,24308.50245879871,0.0
1758809220000000,24309.4387225032,24317.86119692507,24307.06373946946,24308.80480329767,0.0
1758809280000000,24308.45893525835,24316.32135645044,24305.448485239,24314.59882750756,0.0
1758809340000000,24315.30688930714,24330.03200604333,24315.30688930714,24329.6266428628,0.0
1758809400000000,24330.3540101905,24340.70735858782,24319.09064255551,24340.70735858782,0.0
1758809460000000,24341.62299996349,24346.4112136241,24340.59182410474,24342.91039677975,0.0
1758809520000000,24343.80751123929,24345.28903999431,24333.70189983104,24335.9967236152,0.0
1758809580000000,24333.95120127016,24338.81074690405,24328.35313145512,24332.80520512169,0.0
1758809640000000,24334.23749774437,24337.83681245452,24331.3666595345,24337.37674738443,0.0
1758809700000000,24341.16096705066,24367.63331730172,24341.16096705066,24365.75547382637,0.0
1758809760000000,24366.35846628669,24369.53108297294,24363.44000150305,24367.07562064626,0.0
1758809820000000,24367.15196143131,24373.70243751556,24365.92716837718,24366.99016586537,0.0
1758809880000000,24366.56444994698,24367.66129329991,24351.3770930531,24356.31652938406,0.0
1758809940000000,24358.22717800834,24370.55679915227,24357.59694660462,24369.46796906938,0.0
1758810000000000,24370.18033382575,24370.37246505005,24362.7206053818,24365.68273512863,0.0
1758810060000000,24367.42607271551,24385.92538839159,24367.42607271551,24385.92538839159,0.0
1758810120000000,24385.33662586974,24385.58686316719,24375.25132428128,24382.04373155471,0.0
1758810180000000,24383.0495990137,24391.69356538636,24383.0495990137,24390.67928548329,0.0
1758810240000000,24391.40992444148,24404.92918891859,24389.40324143475,24401.38633942983,0.0
1758810300000000,24401.03883038246,24404.69963757265,24395.9932541145,24396.74196005714,0.0
1758810360000000,24396.69048468023,24402.11320210735,24391.96128829175,24392.06392333731,0.0
1758810420000000,24391.59070964555,24397.00595985396,24385.34446801486,24387.07276003917,0.0
1758810480000000,24385.35414223576,24387.78035439252,24371.35238527986,24373.4606148845,0.0
1758810540000000,24373.60816369107,24387.91250341934,24373.60816369107,24383.71636569437,0.0
1758810600000000,24384.51347122727,24388.39880585957,24380.46816525398,24382.57997956382,0.0
1758810660000000,24382.56678982498,24385.47268155248,24375.46311424469,24375.46311424469,0.0
1758810720000000,24375.858642825,24396.60082879167,24375.858642825,24388.19119888842,0.0
1758810780000000,24389.09037005196,24390.42053839678,24385.76883389696,24389.05390521931,0.0
1758810840000000,24389.57187663893,24398.12039618216,24389.533821159,24395.8832254144,0.0
1758810900000000,24394.67254246403,24395.77153302695,24385.44798732272,24385.71070681499,0.0
1758810960000000,24385.70039699639,24387.46362822553,24375.90682988615,24377.30812743787,0.0
1758811020000000,24376.39837373111,24383.96150340778,24375.12785203242,24379.92137069165,0.0
1758811080000000,24379.64713814923,24389.36494728538,24379.64713814923,24389.36494728538,0.0
1758811140000000,24389.17303958374,24395.71115401511,24385.45905837916,24394.28106187018,0.0
1758811200000000,24394.14079410797,24394.14079410797,24379.7836986411,24379.7836986411,0.0
1758811260000000,24379.28730373795,24389.39159048373,24378.40276017438,24388.04517840948,0.0
1758811320000000,24388.75962239402,24406.03833546883,24388.31860347393,24406.03833546883,0.0
1758811380000000,24406.31508830772,24408.23080637326,24397.66048085012,24398.20381297024,0.0
1758811440000000,24397.95600289399,24401.25678543043,24393.67939633381,24393.67939633381,0.0
1758811500000000,24393.53760000165,24395.21009863762,24385.4450852631,24386.57177402796,0.0
1758811560000000,24386.64885312795,24392.58106236339,24384.40080651524,24384.67428320063,0.0
1758811620000000,24384.68098645684,24400.18115162527,24382.45158822995,24400.18115162527,0.0
1758811680000000,24403.00625121672,24415.42699067195,24403.00625121672,24412.98676041378,0.0
1758811740000000,24413.03754813708,24418.74487679341,24411.0033578602,24418.08916307464,0.0
1758811800000000,24418.39498347757,24418.39498347757,24390.59663340757,24392.28227838664,0.0
1758811860000000,24393.13547512245,24398.42421842034,24385.82037171461,24385.93104847885,0.0
1758811920000000,24386.61467409767,24398.84050470219,24386.61467409767,24397.56152505718,0.0
1758811980000000,24397.87201004462,24398.99025294526,24388.26846646538,24390.65959634321,0.0
1758812040000000,24390.68482437407,24394.49037184772,24389.67076911411,24392.79716318109,0.0
1758812100000000,24392.65856615206,24412.70993892439,24392.65856615206,24411.54760501079,0.0
1758812160000000,24411.68973172947,24418.48037815116,24410.65679501921,24414.74966478929,0.0
1758812220000000,24414.77576278829,24415.5327577096,24410.2838344997,24414.35042671755,0.0
1758812280000000,24414.86414486833,24416.38271757288,24406.56355438257,24406.56355438257,0.0
1758812340000000,24405.67988956689,24406.08122064991,24401.28303891575,24401.28303891575,0.0
1758812400000000,24401.39044358511,24402.08352788873,24391.29250180964,24391.29250180964,0.0
1758812460000000,24390.28291386347,24401.42290614199,24390.28291386347,24391.76804679503,0.0
1758812520000000,24392.14166999347,24394.99009686315,24378.94418779169,24379.6029654751,0.0
1758812580000000,24380.80023949564,24382.48289691456,24375.26452557313,24375.26452557313,0.0
1758812640000000,24375.46379651178,24379.62249150602,24373.1299488853,24379.19524228308,0.0
1758812700000000,24379.0320722675,24386.7186581619,24378.03305980645,24386.05745254823,0.0
1758812760000000,24385.69042211552,24386.16547521693,24371.80790215195,24372.32282076891,0.0
1758812820000000,24371.70385247219,24373.51644084238,24354.78537983556,24355.74079176397,0.0
1758812880000000,24355.71097874984,24358.1071591923,24351.98733517145,24353.55930608968,0.0
1758812940000000,24353.72345164663,24361.81678934286,24349.47379035483,24361.81678934286,0.0
1758813000000000,24361.42009422527,24366.20740114178,24358.53268236691,24366.20740114178,0.0
1758813060000000,24366.56810319547,24401.32228024414,24366.56810319547,24400.51220696827,0.0
1758813120000000,24401.09472946288,24406.35148722486,24395.65063177419,24406.35148722486,0.0
1758813180000000,24406.46469420283,24412.83581407702,24404.40946186489,24412.45860642739,0.0
1758813240000000,24412.13833393625,24415.50517322645,24408.41322278122,24414.76112337096,0.0
1758813300000000,24415.04431602558,24417.3918934746,24409.47906496162,24409.47906496162,0.0
1758813360000000,24408.11165866398,24411.86777341753,24406.29317292113,24408.35303163458,0.0
1758813420000000,24408.38877600211,24416.45450005816,24408.38877600211,24413.53823998494,0.0
1758813480000000,24412.88984324607,24412.88984324607,24402.00781594217,24403.3924874757,0.0
1758813540000000,24403.40334470835,24406.36163762598,24402.48578949131,24406.32394348515,0.0
1758813600000000,24406.16292663544,24410.45662153503,24399.00393787297,24400.00788486496,0.0
1758813660000000,24401.6079795757,24403.48258451483,24393.75958708932,24394.04122479057,0.0
1758813720000000,24394.18168409881,24395.38306331882,24384.70987443776,24385.62081909862,0.0
1758813780000000,24385.87227076049,24388.55864121105,24384.24452396408,24386.84393110201,0.0
1758813840000000,24386.93681674586,24389.91361639101,24379.08224834564,24380.46592786486,0.0
1758813900000000,24380.23921312322,24380.23921312322,24367.07721899541,24371.74901831976,0.0
1758813960000000,24372.0486593481,24373.99439499308,24359.07567267704,24359.24575180022,0.0
1758814020000000,24359.28655110492,24363.95245250664,24357.88518905123,24360.39985440839,0.0
1758814080000000,24360.9482573113,24365.02932385693,24357.44200851387,24362.88895562211,0.0
1758814140000000,24362.99916993486,24368.12865277758,24359.41681490006,24363.87007084224,0.0
1758814200000000,24363.8267643511,24385.31470408834,24363.8267643511,24380.3698080366,0.0
1758814260000000,24379.99782469997,24380.08729455365,24370.86486452063,24378.18730192982,0.0
1758814320000000,24378.65923669192,24388.6248394685,24378.65923669192,24387.12928039785,0.0
1758814380000000,24387.2086784798,24397.09299182824,24386.33413180062,24396.72900267483,0.0
1758814440000000,24396.17065074542,24412.23261405107,24396.17065074542,24411.72685804777,0.0
1758814500000000,24411.92232294007,24419.62699992722,24411.81752799217,24416.06603758488,0.0
1758814560000000,24415.28819516939,24416.84168411529,24407.55095778623,24412.27157625559,0.0
1758814620000000,24412.70606661715,24421.67476554749,24412.58087014434,24420.54818399041,0.0
1758814680000000,24421.56958107475,24426.28683673231,24419.8764344826,24421.82819814413,0.0
1758814740000000,24422.13618869412,24435.38395416108,24422.07429047516,24434.96589961624,0.0
1758814800000000,24435.61165249665,24443.15017393395,24431.94130474056,24442.6230163009,0.0
1758814860000000,24443.21848153022,24449.20160450446,24439.94021468768,24445.99760959541,0.0
