ts,o,h,l,c,v
1756195200000000,569.17,569.31,569.08,569.31,8407
1756195260000000,569.3,569.42,569.3,569.42,2611
1756195320000000,569.47,569.47,569.34,569.43,2424
1756195380000000,569.49,569.5,569.22,569.22,2726
1756195440000000,569.25,569.31,569.24,569.31,1361
1756195500000000,569.39,569.6,569.37,569.57,3208
1756195560000000,569.6,569.63,569.5,569.5,2129
1756195620000000,569.49,569.51,569.49,569.51,1288
1756195680000000,569.48,569.51,569.46,569.51,1820
1756195740000000,569.57,569.57,569.57,569.57,488
1756195800000000,569.53,569.53,569.53,569.53,335
1756195860000000,569.56,569.56,569.52,569.52,486
1756195920000000,569.78,569.78,569.71,569.71,1540
1756196040000000,569.73,569.73,569.7,569.7,319
1756196160000000,569.84,569.84,569.84,569.84,855
1756196220000000,569.85,569.86,569.71,569.86,3043
1756196280000000,569.84,569.85,569.84,569.85,967
1756196340000000,569.83,569.83,569.82,569.82,1564
1756196400000000,569.5,569.5,569.42,569.42,1363
1756196580000000,569.38,569.38,569.37,569.37,788
1756196640000000,569.42,569.49,569.42,569.48,1410
1756196700000000,569.47,569.65,569.47,569.65,1118
1756196940000000,569.53,569.53,569.53,569.53,423
1756197000000000,569.51,569.51,569.51,569.51,300
1756197060000000,569.6,569.68,569.6,569.68,740
1756197120000000,569.67,569.67,569.67,569.67,415
1756197180000000,569.72,569.72,569.66,569.66,847
1756197300000000,569.57,569.57,569.57,569.57,1447
1756197360000000,569.49,569.49,569.49,569.49,291
1756197420000000,569.47,569.47,569.47,569.47,529
1756197480000000,569.47,569.47,569.42,569.42,330
1756197540000000,569.41,569.43,569.39,569.43,1389
1756197600000000,569.43,569.43,569.42,569.42,1588
1756197660000000,569.45,569.48,569.45,569.48,1661
1756197720000000,569.4,569.4,569.38,569.38,892
1756197840000000,569.42,569.49,569.42,569.49,853
1756198020000000,569.6,569.65,569.6,569.65,1962
1756198080000000,569.66,569.66,569.61,569.61,1544
1756198140000000,569.69,569.69,569.69,569.69,578
1756198200000000,569.67,569.72,569.66,569.72,2738
1756198260000000,569.65,569.65,569.65,569.65,440
1756198320000000,569.65,569.65,569.65,569.65,620
1756198560000000,569.62,569.62,569.51,569.51,1069
1756198800000000,569.58,569.58,569.57,569.57,1031
1756198860000000,569.53,569.53,569.44,569.51,3119
1756198920000000,569.46,569.55,569.46,569.55,1329
1756198980000000,569.6,569.66,569.6,569.66,454
1756199040000000,569.68,569.68,569.67,569.67,1287
1756199280000000,569.75,569.82,569.75,569.82,543
1756199340000000,569.8,569.8,569.8,569.8,512
1756199460000000,569.7,569.7,569.7,569.7,246
1756199520000000,569.82,569.86,569.81,569.81,1551
1756199640000000,569.79,569.79,569.79,569.79,400
1756199700000000,569.83,569.83,569.81,569.83,3339
1756199760000000,569.83,569.87,569.82,569.87,1502
1756199820000000,569.86,569.86,569.85,569.85,1062
1756199940000000,569.94,570.04,569.92,570.01,7651
1756200000000000,570,570.01,570,570.01,1424
1756200060000000,569.96,569.96,569.9,569.9,2320
1756200120000000,569.9,569.9,569.9,569.9,385
1756200180000000,569.87,569.87,569.87,569.87,306
1756200240000000,569.86,569.86,569.86,569.86,313
1756200420000000,569.83,569.87,569.83,569.87,2460
1756200480000000,569.86,569.86,569.86,569.86,2084
1756200540000000,569.92,569.95,569.92,569.95,2429
1756200600000000,569.96,570,569.96,570,1039
1756200660000000,569.98,569.99,569.97,569.98,799
1756200720000000,570,570.08,570,570.08,4460
1756200840000000,570.02,570.05,570.02,570.05,1764
1756200900000000,570.04,570.07,570.04,570.06,621
1756201080000000,570.04,570.04,570.04,570.04,362
1756201140000000,569.99,569.99,569.99,569.99,914
1756201200000000,569.9,569.9,569.9,569.9,544
1756201260000000,569.8,569.8,569.74,569.74,926
1756201380000000,569.72,569.77,569.69,569.77,3302
1756201440000000,569.82,569.84,569.82,569.84,1159
1756201500000000,569.84,569.84,569.84,569.84,177
1756201560000000,569.83,569.85,569.83,569.85,379
1756201800000000,569.84,569.86,569.84,569.84,2200
1756201860000000,569.9,569.91,569.9,569.9,906
1756201920000000,569.91,569.91,569.91,569.91,2079
1756201980000000,569.93,569.94,569.93,569.94,2056
1756202160000000,569.83,569.88,569.83,569.87,1396
1756202220000000,569.89,569.89,569.86,569.86,797
1756202280000000,569.93,569.93,569.93,569.93,712
1756202340000000,569.99,569.99,569.94,569.94,2193
1756202400000000,569.94,570.12,569.94,570.09,3354
1756202460000000,570.07,570.07,570.07,570.07,373
1756202520000000,570.16,570.16,570.05,570.14,2531
1756202580000000,570.18,570.26,570.15,570.23,5200
1756202640000000,570.22,570.29,570.22,570.28,3414
1756202700000000,570.28,570.28,570.21,570.28,3509
