ts,o,h,l,c,v
1759305600000000,596.88,596.88,594.71,595,14060
1759305660000000,594.99,595.01,594.83,594.95,4317
1759305720000000,594.93,594.93,594.7,594.7,9138
1759305780000000,594.68,594.75,594.62,594.66,10456
1759305840000000,594.69,595.07,594.69,595.07,19380
1759305900000000,595.06,595.06,594.91,594.95,9657
1759305960000000,594.98,595,594.87,595,3945
1759306020000000,594.98,594.99,594.95,594.95,2908
1759306080000000,594.98,594.99,594.95,594.98,11567
1759306140000000,595.08,595.13,594.93,594.95,11877
1759306200000000,594.94,594.94,594.83,594.86,20586
1759306260000000,594.88,594.93,594.79,594.81,4957
1759306320000000,594.79,594.8,594.71,594.72,4119
1759306380000000,594.74,594.89,594.73,594.83,2976
1759306440000000,594.79,594.98,594.79,594.98,3795
1759306500000000,594.97,594.97,594.84,594.84,3557
1759306560000000,594.91,594.95,594.91,594.95,3124
1759306620000000,594.96,594.96,594.94,594.94,1292
1759306680000000,595.04,595.04,595.03,595.03,1993
1759306740000000,594.92,594.92,594.83,594.84,3427
1759306800000000,594.79,594.87,594.72,594.82,4561
1759306860000000,594.86,594.88,594.86,594.88,1218
1759306920000000,594.92,595.02,594.92,594.99,4162
1759306980000000,594.98,595.01,594.82,594.82,6727
1759307040000000,594.88,594.97,594.88,594.97,6176
1759307100000000,595.01,595.07,594.95,595.01,3133
1759307160000000,595,595.05,595,595.05,2566
1759307220000000,595.13,595.18,595.04,595.07,6553
1759307280000000,595.05,595.05,594.95,595,2859
1759307340000000,595.05,595.19,595.03,595.17,2292
1759307400000000,595.21,595.41,595.2,595.41,4117
1759307460000000,595.48,595.54,595.48,595.54,1019
1759307520000000,595.62,595.67,595.62,595.67,2601
1759307580000000,595.69,595.88,595.68,595.88,4692
1759307640000000,596,596.05,595.92,595.92,18625
1759307700000000,595.95,595.98,595.83,595.88,5897
1759307760000000,595.91,595.91,595.77,595.77,1804
1759307820000000,595.77,596,595.77,595.98,6666
1759307880000000,595.9,595.9,595.81,595.9,4379
1759307940000000,595.95,595.98,595.87,595.88,3701
1759308000000000,595.9,595.9,595.84,595.85,4220
1759308060000000,595.91,596.15,595.89,596.15,10333
1759308120000000,596.15,596.2,596.14,596.2,3474
1759308180000000,596.23,596.34,596.23,596.32,5402
1759308240000000,596.32,596.32,596.25,596.3,4650
1759308300000000,596.29,596.34,596.25,596.3,3572
1759308360000000,596.23,596.24,596.11,596.13,5620
1759308420000000,596.12,596.17,596.07,596.07,3791
1759308480000000,596.17,596.17,596.17,596.17,962
1759308540000000,596.16,596.21,596.16,596.21,1358
1759308600000000,596.19,596.44,596.19,596.4,6181
1759308660000000,596.38,596.39,596.31,596.33,2552
1759308720000000,596.28,596.34,596.28,596.33,1593
1759308780000000,596.29,596.29,596.23,596.25,4960
1759308840000000,596.2,596.26,596.2,596.26,1691
1759308960000000,596.2,596.2,596.12,596.13,2168
1759309020000000,596.14,596.16,596.11,596.11,1325
1759309080000000,596.18,596.18,596.15,596.15,9139
1759309140000000,596.2,596.22,596.13,596.13,3613
1759309200000000,596.08,596.16,596.08,596.16,827
1759309260000000,596.26,596.26,596.23,596.23,1045
1759309320000000,596.16,596.22,596.02,596.02,3246
1759309380000000,596.02,596.14,596.02,596.09,1654
1759309500000000,596.18,596.18,596.15,596.15,1432
1759309560000000,596.32,596.32,596.28,596.28,1528
1759309620000000,596.25,596.39,596.25,596.39,1942
1759309680000000,596.34,596.58,596.34,596.58,2560
1759309740000000,596.6,596.66,596.53,596.61,4710
1759309800000000,596.66,596.66,596.65,596.65,1421
1759309860000000,596.65,596.65,596.5,596.58,8730
