ts,o,h,l,c,v
1757424600000000,6503.33,6503.96,6498.52,6498.52,0.0
1757424660000000,6498.25,6502.900000000001,6498.13,6502.4800000000005,0.0
1757424720000000,6503.01,6503.59,6500.67,6501.43,0.0
1757424780000000,6501.76,6503.16,6501.42,6502.72,0.0
1757424840000000,6502.77,6504.09,6502.05,6502.59,0.0
1757424900000000,6502.41,6503.32,6501.39,6503.32,0.0
1757424960000000,6503.18,6503.84,6501.99,6502.860000000001,0.0
1757425020000000,6502.77,6505.06,6502.33,6504.74,0.0
1757425080000000,6504.79,6505.32,6503.9800000000005,6504.68,0.0
1757425140000000,6504.77,6505.27,6503.05,6503.17,0.0
1757425200000000,6503.03,6503.32,6501.59,6501.82,0.0
1757425260000000,6501.6,6501.6,6499.74,6501.08,0.0
1757425320000000,6501.27,6502.55,6500.900000000001,6501.76,0.0
1757425380000000,6501.57,6501.93,6499.91,6501.14,0.0
1757425440000000,6501.82,6503.05,6501.7,6502.88,0.0
1757425500000000,6503.01,6503.47,6499.8,6500.68,0.0
1757425560000000,6500.78,6502.37,6500.06,6500.33,0.0
1757425620000000,6500.150000000001,6502.58,6499.5,6502.58,0.0
1757425680000000,6502.41,6503.14,6500.1900000000005,6500.2300000000005,0.0
1757425740000000,6500.1900000000005,6501.88,6500.1900000000005,6501.52,0.0
1757425800000000,6501.38,6501.45,6499.34,6499.52,0.0
1757425860000000,6499.49,6500.38,6498.04,6498.860000000001,0.0
1757425920000000,6499.07,6500.400000000001,6499.06,6499.64,0.0
1757425980000000,6499.68,6500.34,6498.72,6498.99,0.0
1757426040000000,6499.07,6499.27,6496.93,6496.9400000000005,0.0
1757426100000000,6496.95,6497,6495.79,6496.46,0.0
1757426160000000,6496.42,6500.87,6496.29,6500.46,0.0
1757426220000000,6500.400000000001,6501.95,6500.12,6501.400000000001,0.0
1757426280000000,6501.28,6501.400000000001,6499.89,6499.89,0.0
1757426340000000,6499.87,6500.37,6498.52,6500.24,0.0
1757426400000000,6500.52,6505.09,6497.58,6497.58,0.0
1757426460000000,6497.04,6499.46,6497,6497.45,0.0
1757426520000000,6497.42,6498.63,6496.2300000000005,6497.37,0.0
1757426580000000,6497.7,6498.09,6494.7,6494.860000000001,0.0
1757426640000000,6494.64,6497.76,6494.64,6497.24,0.0
1757426700000000,6497.110000000001,6499.83,6497.08,6499.12,0.0
1757426760000000,6498.77,6498.96,6496.4400000000005,6497.68,0.0
1757426820000000,6497.75,6499.01,6496.92,6498.53,0.0
1757426880000000,6498.64,6499.83,6498.2,6499.42,0.0
1757426940000000,6499.52,6501.860000000001,6498.74,6501.5,0.0
1757427000000000,6501.58,6505.3,6501.14,6504.97,0.0
1757427060000000,6504.55,6506.17,6504.1,6506.110000000001,0.0
1757427120000000,6506.33,6507.1,6504.91,6505.93,0.0
1757427180000000,6505.81,6505.83,6503.92,6503.92,0.0
1757427240000000,6504.07,6504.31,6503.4800000000005,6504.09,0.0
1757427300000000,6504.14,6504.7300000000005,6501.6,6501.8,0.0
1757427360000000,6501.76,6502.27,6500.18,6500.18,0.0
1757427420000000,6500.24,6501.3,6499.25,6500.18,0.0
1757427480000000,6499.99,6500.02,6498.25,6498.46,0.0
1757427540000000,6498.71,6500.76,6498.71,6499.68,0.0
1757427600000000,6499.5,6500.110000000001,6498.72,6499.7,0.0
1757427660000000,6499.68,6500.42,6499.03,6499.6900000000005,0.0
1757427720000000,6499.64,6500.51,6498.27,6498.49,0.0
1757427780000000,6498.400000000001,6500.150000000001,6498.06,6500.150000000001,0.0
1757427840000000,6500.27,6500.27,6498.51,6498.650000000001,0.0
1757427900000000,6498.66,6499.650000000001,6497.88,6498.84,0.0
1757427960000000,6498.7,6498.7,6495.7300000000005,6496.02,0.0
1757428020000000,6495.9400000000005,6497.56,6495.4400000000005,6497.53,0.0
1757428080000000,6497.29,6497.9800000000005,6496.02,6497.18,0.0
1757428140000000,6497.24,6498.25,6496.51,6497.8,0.0
1757428200000000,6497.7,6497.99,6496.7,6496.87,0.0
1757428260000000,6496.85,6497.58,6494.93,6495.14,0.0
1757428320000000,6495.12,6495.18,6491.1900000000005,6491.1900000000005,0.0
1757428380000000,6490.74,6491.77,6489.54,6489.54,0.0
1757428440000000,6489.610000000001,6490.110000000001,6486.79,6486.79,0.0
1757428500000000,6486.68,6488.400000000001,6484.6900000000005,6484.860000000001,0.0
1757428560000000,6485.1900000000005,6487.08,6483.9400000000005,6484.04,0.0
1757428620000000,6483.78,6486,6483.37,6485.02,0.0
1757428680000000,6484.84,6486.95,6484.66,6485.95,0.0
1757428740000000,6485.860000000001,6487.22,6484.95,6486.34,0.0
1757428800000000,6486.51,6487.93,6486.24,6487.45,0.0
1757428860000000,6487.6,6487.93,6485.900000000001,6486.76,0.0
1757428920000000,6486.75,6487.06,6485.01,6485.17,0.0
1757428980000000,6485.37,6485.77,6483.08,6483.4800000000005,0.0
1757429040000000,6483.5,6486.91,6483.5,6486.91,0.0
1757429100000000,6487.07,6491.02,6486.56,6491.02,0.0
1757429160000000,6491.12,6491.14,6487.63,6488.02,0.0
1757429220000000,6488.13,6488.82,6487.72,6487.88,0.0
1757429280000000,6488.08,6490.68,6488.08,6489.6,0.0
1757429340000000,6489.55,6490.42,6488.92,6490.06,0.0
1757429400000000,6490.05,6490.05,6487,6487.64,0.0
1757429460000000,6487.55,6488.85,6487.29,6488.85,0.0
1757429520000000,6488.8,6491.96,6488.45,6491.900000000001,0.0
1757429580000000,6491.9400000000005,6493.39,6491.76,6493.22,0.0
1757429640000000,6493.31,6494.54,6493.31,6494.45,0.0
1757429700000000,6494.39,6496.57,6494.39,6495.5,0.0
1757429760000000,6495.55,6495.75,6493.1900000000005,6493.47,0.0
1757429820000000,6493.39,6494.06,6492.68,6493.09,0.0
1757429880000000,6493.08,6494.14,6493.08,6494.1,0.0
1757429940000000,6494.05,6494.05,6493.38,6493.650000000001,0.0
1757430000000000,6493.54,6496.400000000001,6493.54,6493.91,0.0
1757430060000000,6493.99,6494.85,6492.06,6492.29,0.0
1757430120000000,6492.57,6494.16,6492.47,6492.57,0.0
1757430180000000,6492.58,6493.09,6491.45,6492.02,0.0
1757430240000000,6491.89,6492.43,6491.6,6491.77,0.0
1757430300000000,6491.74,6492.05,6490.99,6491.71,0.0
1757430360000000,6491.83,6491.83,6489.12,6489.39,0.0
1757430420000000,6489.45,6490.32,6488.29,6488.83,0.0
1757430480000000,6488.74,6490.87,6488.74,6490.87,0.0
1757430540000000,6490.860000000001,6493.360000000001,6490.79,6492.7,0.0
1757430600000000,6492.82,6492.88,6491.31,6492.57,0.0
1757430660000000,6492.59,6492.97,6491.62,6491.67,0.0
1757430720000000,6491.78,6493.67,6491.53,6493.66,0.0
1757430780000000,6493.63,6493.76,6492.83,6493.41,0.0
1757430840000000,6493.45,6494.28,6493.26,6493.900000000001,0.0
1757430900000000,6493.91,6495.43,6493.91,6495.43,0.0
1757430960000000,6495.41,6495.41,6494.54,6494.7300000000005,0.0
1757431020000000,6494.4800000000005,6494.91,6494.09,6494.56,0.0
1757431080000000,6494.5,6495.85,6494.41,6495.85,0.0
1757431140000000,6495.84,6496.02,6494.74,6494.91,0.0
1757431200000000,6495,6495.76,6495,6495.06,0.0
1757431260000000,6495.18,6496.14,6494.4800000000005,6495.93,0.0
1757431320000000,6495.89,6495.92,6494.83,6495.1,0.0
1757431380000000,6495.29,6496.18,6494.610000000001,6494.87,0.0
1757431440000000,6494.79,6495.17,6494.43,6494.7,0.0
1757431500000000,6494.8,6496.47,6494.6900000000005,6496.47,0.0
1757431560000000,6496.49,6497.99,6496.49,6497.3,0.0
1757431620000000,6497.24,6497.55,6496.71,6497.42,0.0
1757431680000000,6497.29,6497.6,6496.52,6497.29,0.0
1757431740000000,6497.27,6498.14,6497.150000000001,6497.93,0.0
1757431800000000,6497.74,6498.08,6496.58,6496.58,0.0
1757431860000000,6496.56,6497.45,6496.56,6497.1900000000005,0.0
1757431920000000,6497.13,6497.1900000000005,6496.04,6497.05,0.0
1757431980000000,6497.18,6497.33,6496.34,6496.46,0.0
1757432040000000,6496.55,6496.860000000001,6495.97,6496.14,0.0
1757432100000000,6496.2300000000005,6496.84,6496.06,6496.06,0.0
1757432160000000,6496.02,6497.66,6495.8,6497.6,0.0
1757432220000000,6497.72,6497.77,6495.4400000000005,6495.68,0.0
1757432280000000,6495.6900000000005,6496.51,6495.54,6495.54,0.0
1757432340000000,6495.47,6495.89,6495.2,6495.29,0.0
1757432400000000,6495.31,6495.31,6492.5,6492.5,0.0
1757432460000000,6492.55,6493.31,6491.53,6492.16,0.0
1757432520000000,6492.110000000001,6492.18,6491.13,6491.21,0.0
1757432580000000,6491.28,6492.31,6491.28,6491.900000000001,0.0
1757432640000000,6491.89,6491.9800000000005,6491.12,6491.39,0.0
1757432700000000,6491.35,6492.5,6491.28,6491.79,0.0
1757432760000000,6491.6900000000005,6493.14,6491.33,6493,0.0
1757432820000000,6493.01,6493.14,6491.9800000000005,6492.08,0.0
1757432880000000,6492.12,6492.7300000000005,6491.56,6491.610000000001,0.0
1757432940000000,6491.66,6491.84,6490.59,6490.7,0.0
1757433000000000,6490.72,6492.99,6490.72,6492.81,0.0
1757433060000000,6492.82,6493.96,6492.7300000000005,6493.91,0.0
1757433120000000,6494,6494.74,6493.110000000001,6494.71,0.0
1757433180000000,6494.68,6495.83,6494.68,6495.64,0.0
1757433240000000,6495.66,6497.71,6495.53,6497.54,0.0
1757433300000000,6497.57,6497.89,6497.09,6497.71,0.0
1757433360000000,6497.78,6497.78,6496.1,6496.400000000001,0.0
1757433420000000,6496.42,6496.42,6493.66,6493.75,0.0
1757433480000000,6493.8,6494,6492.93,6493.68,0.0
1757433540000000,6493.64,6494.1900000000005,6493.28,6493.3,0.0
1757433600000000,6493.29,6494.06,6493.09,6493.09,0.0
1757433660000000,6493.16,6493.75,6492.360000000001,6492.83,0.0
1757433720000000,6492.72,6493.16,6492.49,6492.83,0.0
1757433780000000,6492.67,6494.09,6492.67,6494.07,0.0
1757433840000000,6494.150000000001,6494.7300000000005,6493.64,6494.7300000000005,0.0
1757433900000000,6494.650000000001,6494.82,6493.610000000001,6493.64,0.0
1757433960000000,6493.62,6494.75,6493.62,6493.93,0.0
1757434020000000,6493.96,6494.66,6493.46,6494.42,0.0
1757434080000000,6494.4400000000005,6496.08,6494.35,6496.08,0.0
1757434140000000,6496.04,6496.72,6495.76,6496.62,0.0
1757434200000000,6496.58,6498.610000000001,6496.58,6498.38,0.0
1757434260000000,6498.49,6498.56,6497.57,6498.24,0.0
1757434320000000,6498.25,6498.67,6497.59,6497.8,0.0
1757434380000000,6497.79,6498.4800000000005,6497.79,6498.2,0.0
1757434440000000,6498.2300000000005,6498.53,6497.900000000001,6498.1900000000005,0.0
1757434500000000,6498.22,6499.53,6498.17,6499.51,0.0
1757434560000000,6499.59,6500.22,6499.53,6499.91,0.0
1757434620000000,6499.88,6500.51,6499.650000000001,6500.150000000001,0.0
1757434680000000,6500.21,6501.03,6499.53,6499.74,0.0
1757434740000000,6499.72,6499.83,6497.1900000000005,6497.42,0.0
1757434800000000,6497.43,6497.56,6495.83,6495.88,0.0
1757434860000000,6495.8,6496.54,6495.26,6495.37,0.0
1757434920000000,6495.28,6495.33,6493.88,6494.25,0.0
1757434980000000,6494.26,6495.05,6493.6900000000005,6495.05,0.0
1757435040000000,6495.16,6496.7,6495.110000000001,6496.39,0.0
1757435100000000,6496.45,6498.12,6496.21,6498.07,0.0
1757435160000000,6498.06,6499.51,6498.06,6498.9800000000005,0.0
1757435220000000,6498.96,6499.09,6498.34,6498.57,0.0
1757435280000000,6498.58,6499.2,6498.55,6499.17,0.0
1757435340000000,6499.18,6499.26,6498.5,6498.77,0.0
1757435400000000,6498.82,6498.84,6497.66,6498.05,0.0
1757435460000000,6498.06,6498.93,6498.01,6498.610000000001,0.0
1757435520000000,6498.66,6499.3,6498.29,6499.2300000000005,0.0
1757435580000000,6499.25,6499.26,6498.24,6498.39,0.0
1757435640000000,6498.38,6499.77,6498.38,6499.72,0.0
1757435700000000,6499.650000000001,6499.7300000000005,6499.1,6499.3,0.0
1757435760000000,6499.29,6499.39,6498.51,6499.09,0.0
1757435820000000,6499.07,6499.82,6499.06,6499.77,0.0
1757435880000000,6499.8,6499.88,6499.41,6499.6900000000005,0.0
1757435940000000,6499.67,6500.07,6499.27,6499.9400000000005,0.0
1757436000000000,6499.95,6500.57,6499.84,6500.22,0.0
1757436060000000,6500.32,6500.9800000000005,6500.01,6500.9400000000005,0.0
1757436120000000,6500.89,6500.89,6500,6500.08,0.0
1757436180000000,6500.09,6500.09,6499.27,6499.4400000000005,0.0
1757436240000000,6499.27,6499.92,6498.9400000000005,6499.610000000001,0.0
1757436300000000,6499.62,6499.62,6498.84,6499.14,0.0
1757436360000000,6499.24,6499.77,6499.16,6499.76,0.0
1757436420000000,6499.83,6501.01,6499.76,6500.52,0.0
1757436480000000,6500.6,6501.54,6500.54,6501.5,0.0
1757436540000000,6501.35,6501.74,6500.67,6500.83,0.0
1757436600000000,6500.91,6501.05,6500.41,6500.41,0.0
1757436660000000,6500.45,6500.68,6499.860000000001,6499.9400000000005,0.0
1757436720000000,6500.01,6500.110000000001,6499.25,6500.110000000001,0.0
1757436780000000,6500.14,6500.400000000001,6499.75,6500.2,0.0
1757436840000000,6500.150000000001,6500.150000000001,6498.7,6499.39,0.0
1757436900000000,6499.45,6501.14,6499.45,6501.08,0.0
1757436960000000,6500.95,6500.95,6500.35,6500.49,0.0
1757437020000000,6500.54,6501.9400000000005,6500.4800000000005,6501.72,0.0
1757437080000000,6501.68,6501.95,6500.97,6501,0.0
1757437140000000,6500.97,6501.37,6500.7,6500.83,0.0
1757437200000000,6500.8,6501.43,6500.400000000001,6501.43,0.0
1757437260000000,6501.4400000000005,6502.75,6501.42,6502.75,0.0
1757437320000000,6502.6900000000005,6504,6502.6900000000005,6503.63,0.0
