ts,o,h,l,c,v
1758787200000000,661.25,661.31,661.22,661.31,5635
1758787260000000,661.37,661.37,661.3,661.31,1404
1758787320000000,661.48,661.48,661.45,661.45,374
1758787380000000,661.48,661.48,661.48,661.48,240
1758787440000000,661.46,661.46,661.46,661.46,292
1758787500000000,661.44,661.5,661.44,661.5,1483
1758787560000000,661.51,661.51,661.51,661.51,276
1758787800000000,661.51,661.51,661.51,661.51,557
1758787980000000,661.6,661.6,661.6,661.6,262
1758788040000000,661.57,661.57,661.57,661.57,538
1758788100000000,661.57,661.58,661.57,661.58,530
1758788460000000,661.54,661.54,661.54,661.54,279
1758788880000000,661.58,661.58,661.58,661.58,301
1758789360000000,661.46,661.46,661.46,661.46,171
1758789660000000,661.4,661.4,661.38,661.38,391
1758789720000000,661.33,661.33,661.33,661.33,355
1758789900000000,661.3,661.3,661.3,661.3,444
1758789960000000,661.26,661.26,661.26,661.26,520
1758790080000000,661.12,661.12,661.12,661.12,224
1758790140000000,661.1,661.1,661,661,2260
1758790200000000,660.93,660.93,660.93,660.93,1471
1758790320000000,660.72,660.72,660.72,660.72,350
1758790380000000,660.8,660.82,660.8,660.82,835
1758790440000000,660.86,660.87,660.82,660.82,621
1758790860000000,660.94,661.1,660.94,660.96,4076
1758790920000000,660.95,660.95,660.94,660.94,1032
1758790980000000,660.99,660.99,660.96,660.96,727
1758791100000000,660.74,660.75,660.72,660.75,2997
1758791460000000,660.93,660.93,660.93,660.93,516
1758791520000000,660.94,660.94,660.9,660.9,1098
1758791820000000,660.94,660.96,660.94,660.96,419
1758791880000000,661.1,661.1,661.1,661.1,226
1758792360000000,661.06,661.06,661.06,661.06,198
1758792420000000,661.09,661.09,661.09,661.09,653
1758792480000000,661.02,661.02,661.02,661.02,342
1758792600000000,660.94,661.04,660.93,661,792
1758792660000000,660.99,660.99,660.95,660.96,2611
1758792720000000,660.89,660.89,660.89,660.89,184
1758792840000000,660.91,660.91,660.91,660.91,545
1758792960000000,661.05,661.05,661.05,661.05,356
1758793140000000,660.99,660.99,660.92,660.92,603
1758793200000000,660.83,660.83,660.83,660.83,279
1758793260000000,660.77,660.77,660.75,660.75,1089
1758793380000000,660.77,660.78,660.75,660.78,2310
1758793500000000,660.53,660.53,660.4,660.53,2098
1758793560000000,660.53,660.53,660.53,660.53,731
1758793680000000,660.59,660.66,660.59,660.66,891
1758793740000000,660.62,660.64,660.62,660.64,797
1758793800000000,660.67,660.67,660.67,660.67,947
1758793980000000,660.67,660.67,660.67,660.67,499
1758794040000000,660.76,660.76,660.76,660.76,441
1758794100000000,660.81,660.81,660.8,660.8,1062
1758794220000000,660.67,660.67,660.55,660.55,854
1758794400000000,660.6,660.6,660.6,660.6,2303
1758794520000000,660.68,660.74,660.68,660.74,497
1758794760000000,660.68,660.68,660.68,660.68,1021
1758794820000000,660.64,660.64,660.63,660.63,762
1758794880000000,660.77,660.77,660.77,660.77,687
1758794940000000,660.74,660.8,660.74,660.8,893
1758795120000000,660.81,660.84,660.8,660.84,2168
1758795180000000,660.8,660.8,660.8,660.8,285
1758795240000000,660.68,660.68,660.65,660.67,13133
1758795300000000,660.67,660.68,660.65,660.65,9912
1758795360000000,660.72,660.72,660.72,660.72,377
1758795420000000,660.74,660.74,660.71,660.71,389
1758795480000000,660.6,660.64,660.6,660.6,3057
1758795540000000,660.72,660.72,660.7,660.7,4577
1758795600000000,660.72,660.72,660.71,660.71,1455
1758795660000000,660.63,660.63,660.63,660.63,416
1758795720000000,660.6,660.6,660.6,660.6,738
1758795780000000,660.55,660.55,660.5,660.5,3913
1758795840000000,660.57,660.57,660.57,660.57,205
1758795900000000,660.59,660.59,660.55,660.55,2492
1758795960000000,660.3,660.3,660.2,660.2,3400
1758796020000000,660.2,660.27,660.2,660.26,2274
1758796080000000,660.27,660.27,660.26,660.26,7769
1758796140000000,660.22,660.22,660.22,660.22,520
1758796200000000,660.25,660.26,660.25,660.26,2971
1758796260000000,660.27,660.37,660.27,660.36,1867
1758796440000000,660.64,660.64,660.64,660.64,594
1758796500000000,660.68,660.68,660.68,660.68,334
1758796560000000,660.66,660.66,660.65,660.66,1294
1758796620000000,660.64,660.64,660.64,660.64,312
1758796680000000,660.62,660.62,660.61,660.61,738
1758796740000000,660.59,660.59,660.59,660.59,379
1758796800000000,660.36,660.36,660.36,660.36,436
1758796860000000,660.31,660.31,660.28,660.28,804
1758796980000000,660.37,660.37,660.23,660.23,1044
1758797040000000,660.2,660.2,660.19,660.19,489
1758797100000000,660.1,660.12,660,660.1,3221
1758797160000000,660.08,660.08,660,660,1854
1758797220000000,660,660,660,660,1850
1758797280000000,660.06,660.09,660.06,660.08,2148
1758797340000000,660.08,660.08,660.07,660.08,4530
1758797400000000,660.04,660.04,660.02,660.02,1217
1758797460000000,659.96,660.02,659.96,659.96,662
1758797520000000,660.08,660.08,660.08,660.08,1239
1758797580000000,660.11,660.11,660.11,660.11,614
1758797700000000,660.11,660.16,660.11,660.16,4841
1758797760000000,660.2,660.2,660.2,660.2,1074
1758797820000000,660.12,660.12,660.12,660.12,699
1758797880000000,660.27,660.27,660.27,660.27,200
1758798000000000,660.2,660.2,660.05,660.05,3836
1758798120000000,659.81,660.02,659.81,660.02,2082
1758798180000000,660.1,660.1,660.09,660.1,2312
1758798240000000,660.1,660.1,660.03,660.03,3367
1758798300000000,660.04,660.07,660,660,1522
1758798360000000,660.02,660.03,659.93,659.93,5601
1758798480000000,659.87,659.87,659.8,659.83,5907
1758798540000000,659.81,659.81,659.8,659.8,656
1758798600000000,659.75,659.75,659.63,659.63,876
1758798660000000,659.5,659.5,659.4,659.4,4845
1758798720000000,659.37,659.37,659.3,659.32,2059
1758798780000000,659.26,659.37,659.26,659.33,2630
1758798840000000,659.3,659.34,659.3,659.34,7173
1758798900000000,659.45,659.46,659.27,659.36,3600
1758798960000000,659.39,659.5,659.39,659.46,1554
1758799020000000,659.48,659.48,659.44,659.44,6125
1758799080000000,659.34,659.34,659.34,659.34,941
1758799140000000,659.35,659.35,659.31,659.33,3116
1758799200000000,659.32,659.32,659.17,659.17,5992
1758799260000000,659.15,659.34,659.09,659.34,3889
1758799320000000,659.22,659.22,659.22,659.22,1896
1758799380000000,659.2,659.2,659.12,659.151,4609
1758799440000000,659.34,659.34,659.2,659.23,1421
1758799500000000,659.22,659.22,659.22,659.22,656
1758799560000000,659.46,659.46,659.43,659.43,1681
1758799620000000,659.39,659.43,659.31,659.31,4545
1758799740000000,659.42,659.43,659.26,659.26,13854
1758799800000000,659.2,659.3,659.2,659.3,18297
1758799860000000,659.16,659.16,659.15,659.16,1799
1758799920000000,659.11,659.18,659.11,659.18,2248
1758799980000000,659.08,659.12,659.08,659.1,1872
1758800040000000,659.18,659.2,659.15,659.17,1315
1758800100000000,659.18,659.18,659.18,659.18,486
1758800160000000,659.23,659.26,659.21,659.26,2687
1758800220000000,659.24,659.24,659.18,659.21,1119
1758800280000000,659.22,659.23,659,659.14,19394
1758800340000000,659.15,659.15,659.05,659.061,1935
1758800400000000,659.03,659.08,659.01,659.04,9030
1758800460000000,659.04,659.05,658.91,658.91,7234
1758800520000000,658.88,658.92,658.74,658.88,9844
1758800580000000,658.89,658.89,658.76,658.79,6695
1758800640000000,658.82,658.82,658.7,658.7,5314
1758800700000000,658.74,658.76,658.62,658.74,6603
