ts,o,h,l,c,v
1757491200000000,652.12,652.44,651.67,652.35,6935
1757491260000000,652.35,652.38,652.35,652.38,1262
1757491320000000,652.36,652.36,652.3,652.3,2187
1757491380000000,652.37,652.37,652.37,652.37,341
1757491500000000,652.34,652.34,652.28,652.33,4066
1757491560000000,652.33,652.33,652.33,652.33,608
1757491620000000,652.31,652.31,652.31,652.31,632
1757491740000000,652.2,652.2,652.2,652.2,997
1757491800000000,652.18,652.2,652.18,652.2,932
1757491860000000,652.31,652.32,652.31,652.32,870
1757491980000000,652.38,652.38,652.38,652.38,242
1757492160000000,652.4,652.4,652.4,652.4,412
1757492280000000,652.3,652.3,652.3,652.3,505
1757492340000000,652.29,652.29,652.26,652.26,2389
1757492400000000,652.2,652.2,652.07,652.07,839
1757492520000000,652,652,652,652,881
1757492640000000,652.06,652.06,652.05,652.05,434
1757492700000000,652.1,652.1,652.1,652.1,169
1757492760000000,652.12,652.14,652.12,652.14,2321
1757492820000000,652.1,652.1,652.02,652.02,695
1757492880000000,652.02,652.02,652.02,652.02,621
1757493180000000,651.75,651.75,651.58,651.58,943
1757493240000000,651.65,651.65,651.6,651.63,1299
1757493300000000,651.55,651.55,651.55,651.55,468
1757493360000000,651.53,651.53,651.51,651.51,962
1757493420000000,651.45,651.45,651.45,651.45,641
1757493480000000,651.63,651.65,651.63,651.65,477
1757493540000000,651.63,651.65,651.63,651.63,787
1757493600000000,651.61,651.66,651.61,651.63,2398
1757493660000000,651.59,651.62,651.58,651.58,1048
1757493720000000,651.57,651.57,651.57,651.57,330
1757493840000000,651.55,651.55,651.55,651.55,4028
1757494080000000,651.52,651.65,651.52,651.65,1347
1757494140000000,651.62,651.69,651.62,651.69,862
1757494200000000,651.62,651.62,651.62,651.62,308
1757494500000000,651.59,651.59,651.59,651.59,271
1757494740000000,651.62,651.63,651.62,651.63,290
1757494800000000,651.73,651.73,651.69,651.69,982
1757494860000000,651.59,651.59,651.47,651.47,3049
1757494920000000,651.4,651.43,651.4,651.43,1771
1757494980000000,651.4,651.4,651.39,651.39,1240
1757495040000000,651.37,651.39,651.37,651.38,833
1757495100000000,651.42,651.43,651.42,651.43,1133
1757495160000000,651.38,651.38,651.38,651.38,419
1757495220000000,651.34,651.34,651.34,651.34,634
1757495340000000,651.43,651.43,651.43,651.43,424
1757495400000000,651.37,651.37,651.37,651.37,154
1757495520000000,651.46,651.46,651.46,651.46,312
1757495940000000,651.36,651.37,651.36,651.37,322
1757496420000000,651.53,651.53,651.53,651.53,142
1757496480000000,651.5,651.5,651.49,651.5,793
1757496600000000,651.42,651.42,651.42,651.42,206
1757496720000000,651.47,651.47,651.47,651.47,188
1757496900000000,651.48,651.48,651.48,651.48,636
1757497140000000,651.48,651.48,651.48,651.48,158
1757497200000000,651.52,651.52,651.52,651.52,147
1757497320000000,651.58,651.58,651.58,651.58,162
1757497440000000,651.7,651.7,651.69,651.7,3205
1757497620000000,651.73,651.73,651.73,651.73,211
1757497680000000,651.78,651.78,651.78,651.78,650
1757497800000000,651.84,651.84,651.84,651.84,187
1757497980000000,651.92,651.92,651.92,651.92,227
1757498040000000,651.89,651.89,651.85,651.85,890
1757498100000000,651.83,651.83,651.83,651.83,231
1757498220000000,651.89,651.89,651.89,651.89,384
1757498280000000,651.92,651.92,651.92,651.92,146
1757498340000000,651.88,651.9,651.88,651.9,1951
1757498400000000,651.89,651.89,651.89,651.89,261
1757498640000000,651.84,651.84,651.84,651.84,428
1757498700000000,651.86,651.86,651.86,651.86,1115
1757498760000000,651.83,651.83,651.83,651.83,244
1757498820000000,651.84,651.84,651.84,651.84,360
1757499060000000,651.92,651.92,651.92,651.92,317
1757499180000000,651.95,651.97,651.95,651.97,636
1757499240000000,651.95,651.95,651.95,651.95,658
1757499360000000,651.87,651.87,651.87,651.87,362
1757499420000000,651.85,651.85,651.85,651.85,277
1757499660000000,651.95,651.95,651.95,651.95,251
1757499720000000,651.94,651.96,651.94,651.96,2943
1757499780000000,651.93,651.93,651.93,651.93,1786
1757499960000000,652.05,652.05,652.05,652.05,670
1757500020000000,652.05,652.13,652.05,652.13,2840
1757500080000000,652.1,652.1,652.1,652.1,434
1757500140000000,652.1,652.1,652.1,652.1,382
1757500380000000,652.05,652.1,652.05,652.1,1834
1757500500000000,652.04,652.04,652.04,652.04,180
1757500560000000,652.2,652.2,652.18,652.18,1452
1757500620000000,652.25,652.25,652.23,652.23,2499
1757500680000000,652.18,652.18,652.18,652.18,356
1757500920000000,652.18,652.18,652.18,652.18,440
1757500980000000,652.25,652.25,652.25,652.25,487
1757501040000000,652.28,652.28,652.25,652.25,583
1757501100000000,652.25,652.25,652.25,652.25,525
1757501340000000,652.19,652.19,652.19,652.19,256
1757501400000000,652.2,652.22,652.2,652.22,1182
1757501460000000,652.21,652.24,652.21,652.21,4345
1757501520000000,652.23,652.23,652.22,652.22,1871
1757501640000000,652.26,652.26,652.25,652.25,668
1757501760000000,652.24,652.24,652.24,652.24,444
1757501940000000,652.21,652.25,652.21,652.25,7575
1757502000000000,652.28,652.37,652.28,652.31,4574
1757502060000000,652.31,652.31,652.27,652.29,1161
1757502120000000,652.31,652.31,652.28,652.28,2056
1757502180000000,652.3,652.34,652.3,652.321,850
1757502240000000,652.3,652.35,652.3,652.35,689
