ts,o,h,l,c,v
1758096000000000,660.22,660.25,660.22,660.25,909
1758096060000000,660.26,660.26,660.25,660.25,638
1758096300000000,659.98,659.98,659.98,659.98,1435
1758096360000000,660.01,660.01,660.01,660.01,2428
1758096420000000,660,660,660,660,724
1758096480000000,660.04,660.04,660.04,660.04,386
1758096540000000,660.06,660.07,660.06,660.07,1198
1758096660000000,660.03,660.03,660.03,660.03,330
1758096900000000,659.85,659.85,659.85,659.85,647
1758096960000000,659.8,659.8,659.8,659.8,380
1758097020000000,659.8,659.8,659.75,659.75,557
1758097140000000,659.87,659.87,659.87,659.87,215
1758097260000000,659.87,659.87,659.81,659.81,438
1758097320000000,659.87,659.87,659.87,659.87,1248
1758097380000000,659.9,659.9,659.9,659.9,897
1758097500000000,659.9,659.93,659.9,659.93,1500
1758097560000000,659.9,659.9,659.9,659.9,1523
1758097680000000,659.86,659.86,659.78,659.78,917
1758098040000000,659.73,659.73,659.51,659.51,9137
1758098100000000,659.4,659.41,659,659,3110
1758098160000000,658.91,658.91,658.91,658.91,1168
1758098220000000,658.91,659.06,658.83,659.06,3431
1758098280000000,659.11,659.11,659,659.05,3525
1758098340000000,659.15,659.3,659.15,659.3,1320
1758098460000000,658.89,658.89,658.89,658.89,949
1758098520000000,658.74,658.74,658.63,658.63,2050
1758098580000000,658.57,658.7,658.57,658.69,2620
1758098640000000,659.05,659.07,658.58,659.07,8530
1758098700000000,659.08,659.08,658.99,658.99,1215
1758098760000000,659.32,659.47,659.32,659.47,1282
1758098820000000,659.48,659.5,659.48,659.5,1860
1758098940000000,659.54,659.54,659.54,659.54,548
1758099000000000,659.5,659.65,659.5,659.65,1166
1758099060000000,659.67,659.83,659.67,659.77,2085
1758099300000000,659.59,659.59,659.59,659.59,638
1758099600000000,659.72,659.72,659.72,659.72,829
1758099660000000,659.69,659.69,659.69,659.69,334
1758099720000000,659.67,659.67,659.67,659.67,643
1758099900000000,659.86,659.91,659.86,659.91,1071
1758099960000000,659.87,659.87,659.87,659.87,699
1758100140000000,659.84,659.84,659.84,659.84,775
1758100560000000,659.87,659.87,659.87,659.87,234
1758100740000000,659.78,659.79,659.78,659.79,3037
1758100800000000,659.85,659.85,659.85,659.85,234
1758100860000000,659.92,659.92,659.92,659.92,1067
1758101100000000,659.9,659.9,659.9,659.9,632
1758101400000000,659.96,659.97,659.94,659.97,2173
1758101880000000,660.03,660.05,660.03,660.05,530
1758102000000000,659.99,660.01,659.97,660.01,1520
1758102180000000,660,660,659.9,659.9,1745
1758102660000000,659.85,659.85,659.85,659.85,313
1758102720000000,659.77,659.77,659.77,659.77,662
1758102960000000,659.81,659.81,659.81,659.81,356
1758103200000000,659.8,659.8,659.8,659.8,378
1758103320000000,659.86,659.86,659.86,659.86,137
1758103440000000,659.81,659.81,659.81,659.81,261
1758103620000000,659.69,659.69,659.69,659.69,380
1758103680000000,659.71,659.71,659.71,659.71,254
1758103740000000,659.74,659.74,659.74,659.74,124
1758103800000000,659.76,659.76,659.75,659.75,630
1758104040000000,659.55,659.55,659.55,659.55,766
1758104100000000,659.6,659.6,659.59,659.6,796
1758104280000000,659.64,659.64,659.61,659.61,453
1758104400000000,659.66,659.66,659.66,659.66,727
1758104460000000,659.7,659.7,659.7,659.7,342
1758104520000000,659.72,659.72,659.7,659.7,1187
1758104580000000,659.7,659.71,659.68,659.71,899
1758104820000000,659.59,659.59,659.59,659.59,1597
1758104940000000,659.56,659.56,659.56,659.56,228
1758105000000000,659.56,659.56,659.56,659.56,215
1758105180000000,659.43,659.43,659.43,659.43,1390
1758105240000000,659.43,659.45,659.42,659.45,1685
1758105360000000,659.42,659.44,659.41,659.41,1317
1758105420000000,659.33,659.33,659.33,659.33,908
1758105480000000,659.44,659.44,659.44,659.44,444
1758105540000000,659.47,659.5,659.47,659.5,1187
1758105660000000,659.54,659.54,659.54,659.54,397
1758105840000000,659.37,659.37,659.37,659.37,209
1758106020000000,659.53,659.54,659.5,659.5,2346
1758106140000000,659.38,659.38,659.38,659.38,304
1758106320000000,659.3,659.3,659.3,659.3,411
1758106500000000,659.25,659.25,659.25,659.25,1556
1758106560000000,659.25,659.25,659.23,659.24,3257
1758106620000000,659.19,659.19,659.19,659.19,394
1758106800000000,659.37,659.37,659.37,659.37,1090
1758106860000000,659.34,659.34,659.25,659.25,1136
