ts,o,h,l,c,v
1754467200000000,631.21,631.3,630.6,631.11,8922
1754467260000000,631.07,631.09,631.01,631.09,2012
1754467320000000,631.03,631.03,630.84,630.88,3142
1754467380000000,630.93,630.97,630.92,630.97,977
1754467440000000,631.01,631.06,631,631.04,2695
1754467500000000,631.11,631.14,631.01,631.08,3435
1754467560000000,631.14,631.17,631.1,631.17,2721
1754467620000000,631.2,631.3,631.16,631.3,1510
1754467680000000,631.07,631.23,631.06,631.23,7295
1754467740000000,631.18,631.2,631.16,631.16,3083
1754467800000000,631.12,631.12,631.09,631.09,1213
1754467860000000,631.11,631.11,631,631,682
1754467920000000,631,631,631,631,484
1754467980000000,631.01,631.01,630.92,630.92,1094
1754468040000000,630.96,630.96,630.96,630.96,1161
1754468100000000,630.93,630.93,630.85,630.85,1748
1754468160000000,630.7,630.7,630.7,630.7,739
1754468220000000,630.72,630.73,630.56,630.59,2050
1754468280000000,630.61,630.62,630.61,630.61,1213
1754468340000000,630.73,630.73,630.7,630.7,1183
1754468400000000,630.63,630.63,630.63,630.63,340
1754468580000000,630.61,630.61,630.61,630.61,440
1754468760000000,630.61,630.61,630.61,630.61,225
1754468820000000,630.56,630.58,630.55,630.58,746
1754469000000000,630.51,630.51,630.51,630.51,646
1754469120000000,630.5,630.5,630.5,630.5,705
1754469180000000,630.56,630.56,630.53,630.53,240
1754469240000000,630.64,630.64,630.64,630.64,325
1754469360000000,630.59,630.59,630.59,630.59,187
1754469420000000,630.47,630.47,630.47,630.47,155
1754469540000000,630.45,630.45,630.45,630.45,578
1754469600000000,630.41,630.41,630.27,630.27,756
1754469660000000,630.31,630.31,630.28,630.28,730
1754469720000000,630.28,630.32,630.06,630.07,4030
1754469780000000,630.08,630.13,630,630.03,2663
1754469900000000,630.01,630.16,630.01,630.15,1210
1754469960000000,630.3,630.3,630.3,630.3,465
1754470080000000,630.11,630.11,630.11,630.11,311
1754470140000000,630.09,630.09,630.09,630.09,419
1754470200000000,630.17,630.23,630.12,630.16,1555
1754470260000000,630.15,630.15,630.15,630.15,376
1754470320000000,630.17,630.21,630.14,630.18,4550
1754470440000000,630.06,630.06,630.01,630.01,1155
1754470500000000,629.96,630,629.96,630,698
1754470560000000,630.08,630.1,630.08,630.1,756
1754470620000000,630.01,630.01,630,630,643
1754470680000000,630.12,630.12,630.12,630.12,2047
1754470860000000,630.23,630.23,630.23,630.23,672
1754470920000000,630.26,630.26,630.17,630.22,1462
1754470980000000,630.18,630.25,630.17,630.25,1267
1754471040000000,630.19,630.19,630.14,630.16,1001
1754471100000000,630.14,630.14,630.11,630.14,777
1754471160000000,630,630.1,630,630.05,1933
1754471220000000,630.14,630.14,630.14,630.14,357
1754471280000000,630.1,630.1,630.09,630.1,369
1754471340000000,630.03,630.13,630.03,630.13,616
1754471520000000,630.15,630.15,630.13,630.13,445
1754471580000000,630.18,630.18,630.18,630.18,408
1754471640000000,630.35,630.35,630.29,630.3,707
1754471700000000,630.21,630.3,630.2,630.3,522
1754471760000000,630.21,630.21,630.21,630.21,328
1754471820000000,630.24,630.24,630.24,630.24,300
1754471880000000,630.21,630.21,630.21,630.21,128
1754471940000000,630.23,630.23,630.23,630.23,134
1754472000000000,630.06,630.06,629.91,629.91,375
1754472060000000,629.92,629.97,629.92,629.97,728
1754472120000000,630.15,630.24,630.1,630.1,3485
1754472180000000,630.08,630.08,630.08,630.08,1128
1754472240000000,630.07,630.07,630.07,630.07,101
1754472300000000,630.07,630.08,630.07,630.08,546
