ts,o,h,l,c,v
1758528000000000,661.87,661.87,661.75,661.87,8732
1758528060000000,661.99,662.02,661.99,662.02,902
1758528120000000,662.07,662.07,661.97,661.97,2149
1758528180000000,661.9,661.9,661.9,661.9,883
1758528240000000,661.86,661.9,661.81,661.89,2437
1758528300000000,662.03,662.03,662,662,999
1758528360000000,662.04,662.17,661.95,661.95,2724
1758528420000000,662,662,661.97,662,1802
1758528480000000,662.02,662.02,661.95,661.98,1458
1758528540000000,662.12,662.13,662.03,662.13,2617
1758528600000000,662.21,662.21,662.21,662.21,358
1758528660000000,662.28,662.35,662.28,662.35,1020
1758528720000000,662.41,662.47,662.41,662.47,540
1758528780000000,662.35,662.37,662.35,662.35,1928
1758528840000000,662.39,662.4,662.39,662.4,1207
1758528900000000,662.45,662.45,662.45,662.45,1465
1758529020000000,662.46,662.53,662.46,662.53,1095
1758529080000000,662.62,662.62,662.62,662.62,674
1758529140000000,662.7,662.7,662.7,662.7,267
1758529200000000,662.63,662.63,662.62,662.62,1412
1758529260000000,662.7,662.71,662.7,662.71,1085
1758529320000000,662.59,662.59,662.51,662.51,916
1758529500000000,662.6,662.6,662.6,662.6,844
1758529560000000,662.62,662.62,662.62,662.62,1908
1758529620000000,662.47,662.53,662.47,662.5,1429
1758529740000000,662.47,662.47,662.47,662.47,290
1758529860000000,662.49,662.49,662.49,662.49,1128
1758529920000000,662.59,662.6,662.59,662.6,940
1758530040000000,662.59,662.59,662.59,662.59,365
1758530100000000,662.62,662.62,662.62,662.62,309
1758530160000000,662.6,662.6,662.6,662.6,324
1758530220000000,662.55,662.55,662.54,662.54,796
1758530280000000,662.57,662.57,662.57,662.57,107
1758530460000000,662.56,662.58,662.56,662.58,391
1758530580000000,662.52,662.52,662.52,662.52,717
1758531060000000,662.3,662.3,662.3,662.3,243
1758531120000000,662.31,662.36,662.31,662.35,2785
1758531180000000,662.35,662.35,662.34,662.34,699
1758531420000000,662.17,662.17,662.12,662.12,2424
1758531480000000,662.1,662.1,662.01,662.05,2446
